(838537989.0, 2121.0)
profit, budget restant
départ, arrivée, numéro du camion
(31288, 186365, 3853)
(159967, 59017, 3679)
(182333, 89114, 3780)
(49599, 169381, 4423)
(24685, 114601, 3655)
(155975, 178908, 3943)
(174259, 162496, 4386)
(193083, 98036, 4159)
(14223, 90220, 4159)
(172971, 59796, 3853)
(75948, 166395, 4226)
(91720, 42215, 3780)
(39083, 75170, 4386)
(191418, 63685, 4386)
(66704, 159546, 3943)
(65818, 91192, 4159)
(64443, 89186, 4159)
(72114, 49888, 4226)
(47013, 57002, 4226)
(137218, 48120, 4009)
(148533, 197617, 4009)
(80643, 75064, 4386)
(12573, 128817, 4386)
(113432, 73704, 3943)
(69858, 100137, 4159)
(9769, 138223, 4159)
(183971, 95602, 4159)
(19471, 28537, 4226)
(129933, 16534, 3518)
(106587, 185179, 4423)
(47198, 6816, 3538)
(77958, 193732, 4386)
(119808, 150852, 4386)
(117151, 175829, 4386)
(2472, 3486, 3780)
(137481, 93, 4159)
(24523, 43962, 4159)
(105334, 18128, 3943)
(58696, 145964, 3943)
(69087, 11844, 3655)
(35911, 38826, 4009)
(34057, 86695, 4159)
(77698, 128609, 4159)
(76233, 140950, 3943)
(1837, 140435, 3943)
(130373, 185292, 4423)
(162873, 14951, 3853)
(88428, 124508, 4386)
(326, 89953, 4386)
(94270, 131202, 4159)
(78849, 124952, 4159)
(77137, 105277, 4159)
(1325, 25632, 4159)
(85366, 11567, 3943)
(33969, 34273, 4386)
(120525, 58623, 4159)
(184674, 192655, 4159)
(116414, 98210, 3943)
(82763, 3414, 3943)
(63667, 36150, 3943)
(11195, 29363, 3780)
(44094, 17652, 4009)
(30632, 82292, 4386)
(74642, 21463, 4386)
(198203, 184049, 4386)
(28119, 8992, 3853)
(10735, 67055, 4159)
(184506, 54660, 4159)
(18623, 55555, 3518)
(125280, 125536, 4226)
(128406, 157200, 4226)
(184491, 27178, 3780)
(104629, 65537, 3780)
(100868, 191709, 3679)
(171189, 107382, 4386)
(23666, 182936, 4159)
(117468, 49347, 4159)
(124600, 141654, 3943)
(13045, 10665, 3780)
(146281, 137397, 3780)
(3507, 188831, 4159)
(163412, 112030, 4159)
(167015, 128217, 3405)
(135297, 74186, 4226)
(29758, 155945, 4226)
(132271, 111645, 4226)
(145826, 136118, 3260)
(97471, 162072, 4386)
(86690, 14657, 3780)
(64210, 10339, 3780)
(96827, 2916, 4009)
(14761, 181012, 4423)
(7760, 181930, 4159)
(17518, 18830, 4159)
(150494, 73732, 4159)
(134351, 65047, 3853)
(696, 63825, 3655)
(178844, 115492, 3943)
(13465, 183374, 3943)
(58900, 120248, 3943)
(124779, 41489, 4386)
(47679, 111628, 4386)
(84216, 21593, 3780)
(158061, 103284, 4009)
(48645, 172786, 4423)
(119178, 167677, 4159)
(144180, 57436, 4159)
(12, 28070, 4226)
(37320, 128989, 4386)
(120114, 32002, 4386)
(71882, 176135, 4386)
(154023, 100010, 4009)
(143415, 42921, 3518)
(44201, 142745, 4226)
(138720, 81142, 3853)
(41533, 33380, 4386)
(27072, 126480, 4386)
(75653, 103462, 4386)
(27104, 4203, 3943)
(25296, 133841, 4423)
(47834, 72493, 4009)
(195911, 181027, 3780)
(16140, 198859, 4159)
(13329, 5520, 4226)
(26464, 152816, 4226)
(54645, 160912, 4386)
(87247, 117255, 4386)
(180057, 7273, 4386)
(16864, 9513, 3943)
(101043, 177709, 3943)
(166766, 21419, 4009)
(21664, 78875, 4009)
(16217, 147366, 4159)
(93611, 198448, 4159)
(100884, 185927, 4386)
(10148, 133230, 4423)
(118664, 65839, 4159)
(25403, 157674, 4159)
(33779, 85901, 4159)
(67472, 175915, 4386)
(167015, 168430, 4386)
(1036, 33282, 3679)
(131541, 179223, 4423)
(3082, 50125, 4159)
(190697, 11935, 4159)
(95012, 171756, 4226)
(70704, 3959, 4386)
(104749, 100038, 4386)
(152616, 81579, 4423)
(36440, 67746, 4423)
(64169, 34456, 3518)
(157920, 126327, 4159)
(144359, 113251, 4159)
(59200, 48187, 4159)
(43477, 26890, 4159)
(62230, 121592, 4159)
(74107, 134642, 4226)
(145236, 4372, 4386)
(108784, 178408, 4386)
(22078, 155258, 4386)
(139284, 136831, 4386)
(180267, 87718, 3853)
(85060, 90042, 3943)
(173459, 130604, 4159)
(117987, 40235, 4159)
(146096, 112925, 4159)
(150914, 105496, 4159)
(131310, 73058, 4009)
(3145, 107419, 4226)
(127364, 38076, 4226)
(162441, 4600, 4386)
(12333, 128823, 4386)
(149436, 130317, 4386)
(95999, 13024, 4386)
(142841, 140473, 3853)
(16794, 41687, 3853)
(63394, 73648, 3853)
(32102, 15890, 3679)
(78307, 31410, 4159)
(2273, 199363, 4009)
(149203, 46490, 4386)
(63001, 54482, 4386)
(101431, 177958, 4386)
(118846, 49190, 4159)
(44529, 129475, 4159)
(78837, 55853, 4159)
(188508, 95659, 4386)
(38529, 82242, 4386)
(193098, 156917, 4386)
(28515, 11102, 4226)
(61120, 3069, 3518)
(150378, 171792, 3518)
(174599, 3323, 3518)
(199227, 44169, 3853)
(143548, 133370, 3853)
(31586, 138328, 4159)
(146489, 126309, 3943)
(51178, 82917, 3943)
(141857, 118347, 4226)
(91608, 196701, 3655)
(167216, 55656, 3780)
(44938, 37410, 3780)
(178715, 52410, 4386)
(74633, 131877, 4386)
(113319, 95354, 3943)
(167683, 3835, 4226)
(97464, 13405, 3655)
(78598, 47384, 3780)
(44494, 22185, 4159)
(102833, 12359, 4386)
(112508, 29365, 4423)
(172291, 14820, 4423)
(183151, 163173, 3853)
(104936, 148659, 3853)
(184966, 135463, 4226)
(12406, 17417, 3655)
(35502, 150900, 3655)
(32562, 99453, 3655)
(59518, 116533, 4386)
(67202, 106843, 4386)
(67543, 75034, 4386)
(147046, 135285, 4386)
(150064, 172269, 4386)
(160307, 51516, 4159)
(40608, 21760, 4226)
(160031, 146865, 4226)
(144447, 2461, 3943)
(46147, 2090, 3943)
(29826, 85737, 3853)
(8867, 61174, 3679)
(103497, 85139, 4386)
(194113, 5286, 4386)
(135579, 92389, 4386)
(122747, 126229, 4159)
(7486, 17019, 3655)
(135936, 74174, 4226)
(58411, 114387, 4226)
(9110, 6318, 3943)
(19700, 114313, 3679)
(181898, 60133, 3679)
(15551, 44891, 4386)
(129257, 11785, 3943)
(169487, 116923, 3943)
(168525, 155902, 3853)
(145620, 75199, 4386)
(134684, 1422, 4386)
(190639, 136250, 4386)
(138086, 166843, 4423)
(56097, 26328, 4423)
(80853, 85386, 4159)
(8681, 121507, 4226)
(5155, 188172, 4386)
(138013, 1887, 4386)
(197851, 130341, 4423)
(107236, 93650, 4159)
(30141, 33598, 4226)
(21576, 91680, 3853)
(163387, 124527, 3853)
(30401, 138522, 4386)
(45234, 149358, 4386)
(24117, 12582, 4386)
(113542, 178724, 4386)
(147622, 247, 4159)
(139651, 183705, 4226)
(28345, 51363, 4226)
(159723, 184874, 3679)
(163485, 110236, 4009)
(150494, 172334, 4009)
(165678, 54038, 4009)
(102953, 136113, 4009)
(76727, 116829, 3853)
(10557, 118299, 3853)
(4531, 65486, 3853)
(85510, 103625, 4386)
(106674, 23346, 4386)
(91243, 189563, 4159)
(3766, 179713, 4159)
(33032, 46877, 4226)
(137685, 10652, 3943)
(99923, 64951, 3853)
(62181, 42683, 4159)
(125361, 6738, 4423)
(120373, 188114, 4423)
(122066, 188238, 4009)
(172631, 19593, 3780)
(197270, 150349, 4159)
(114714, 92344, 4423)
(104026, 179757, 4386)
(32957, 165556, 4386)
(38602, 13477, 4386)
(198112, 134524, 3679)
(65775, 126387, 3943)
(83944, 24831, 3943)
(199434, 24271, 4159)
(20049, 70679, 3853)
(8249, 7727, 4386)
(12881, 20176, 4386)
(57630, 13966, 3943)
(164463, 7800, 3853)
(28906, 3476, 3853)
(9837, 103628, 4226)
(6683, 13247, 4226)
(68763, 33538, 4423)
(181232, 41995, 4386)
(194634, 42760, 4386)
(90663, 180099, 4386)
(123642, 393, 3943)
(156276, 16009, 4159)
(36851, 193488, 4226)
(65419, 175848, 4226)
(85857, 155641, 3853)
(38909, 33242, 3853)
(182737, 143227, 3780)
(147889, 151237, 4386)
(43965, 94809, 4386)
(20347, 129000, 4386)
(148354, 186605, 4386)
(85528, 90974, 4386)
(21794, 31135, 3943)
(13408, 174737, 3943)
(3170, 104765, 3943)
(46995, 16610, 4159)
(109127, 12938, 4226)
(26823, 130993, 4423)
(20076, 25403, 4423)
(28518, 157770, 4386)
(43051, 106062, 3943)
(175798, 25107, 4009)
(136242, 192520, 4009)
(96190, 3342, 4159)
(161089, 10033, 4226)
(4738, 85153, 3679)
(183916, 63459, 4386)
(18876, 178217, 3780)
(101136, 79207, 3943)
(92050, 948, 3943)
(174392, 25576, 4159)
(166345, 24679, 4159)
(47959, 57853, 4009)
(41876, 75209, 4423)
(92512, 47995, 4386)
(72853, 61763, 4386)
(132726, 50510, 4386)
(153311, 83396, 3853)
(84697, 2352, 3853)
(11823, 136792, 3780)
(130043, 95255, 3587)
(26186, 73611, 4159)
(109947, 84671, 4159)
(42672, 66752, 4226)
(30503, 8676, 4226)
(53289, 21780, 4386)
(174242, 48810, 4159)
(158358, 195440, 4159)
(28182, 37896, 4423)
(3797, 72640, 3943)
(172477, 72863, 4226)
(150947, 34218, 4226)
(35204, 181201, 4226)
(73218, 151809, 4386)
(39460, 27582, 3853)
(159083, 152594, 3853)
(140546, 49374, 3780)
(32919, 55931, 3780)
(193974, 111759, 4159)
(105606, 56896, 3655)
(18797, 95121, 4009)
(88398, 140709, 3853)
(11564, 157835, 3853)
(42267, 104102, 4159)
(40155, 125650, 4226)
(6360, 53334, 4386)
(43306, 5836, 4159)
(180387, 121414, 4226)
(19770, 97571, 4386)
(30765, 160567, 4386)
(125745, 178285, 4386)
(26814, 78745, 3943)
(3721, 102969, 3943)
(42291, 96795, 3853)
(101945, 52323, 4159)
(59326, 59214, 4386)
(79003, 167620, 4386)
(70992, 110665, 4386)
(115925, 125502, 4009)
(179015, 69938, 4009)
(112460, 75833, 3655)
(51136, 94453, 4226)
(136115, 117119, 4226)
(27608, 106189, 4386)
(163924, 181640, 4386)
(154631, 126068, 4386)
(67993, 184905, 4386)
(48338, 8249, 4009)
(152095, 23740, 3518)
(108499, 115855, 4159)
(186924, 56346, 4159)
(15940, 13885, 4386)
(26548, 78741, 4386)
(183418, 87810, 4386)
(198705, 147760, 4386)
(144784, 57089, 4226)
(37355, 92336, 3853)
(180969, 112484, 3853)
(194959, 52834, 4009)
(14469, 171307, 3587)
(168623, 198167, 4159)
(97705, 191527, 4386)
(70442, 33453, 4386)
(178625, 71029, 4386)
(2689, 81707, 4226)
(96613, 146309, 4226)
(65874, 181831, 4423)
(51845, 102143, 4423)
(13257, 15576, 3655)
(16597, 14855, 3518)
(194015, 45327, 3518)
(151394, 168771, 4159)
(30298, 143315, 4386)
(191880, 160804, 4226)
(149217, 14073, 4226)
(170790, 40034, 4009)
(120794, 115230, 3943)
(6073, 105172, 3943)
(138096, 91767, 3780)
(158436, 1909, 4159)
(37431, 68605, 4159)
(142497, 146600, 4386)
(115745, 55574, 4423)
(130237, 83308, 3780)
(19515, 88085, 3780)
(81709, 82728, 4226)
(89859, 78898, 3518)
(129772, 118145, 4009)
(23868, 165291, 4009)
(198634, 146609, 3780)
(27141, 24541, 3780)
(378, 118203, 4159)
(107374, 163514, 4159)
(117317, 124724, 3587)
(94005, 25711, 3943)
(55359, 68233, 4386)
(162659, 12466, 4226)
(70191, 87888, 3587)
(99195, 4191, 3853)
(109709, 136833, 4009)
(49990, 75937, 4009)
(101073, 34947, 3943)
(110062, 105465, 3943)
(192322, 140420, 4386)
(140516, 9584, 4386)
(18084, 27221, 4386)
(73661, 98561, 4159)
(95773, 113509, 4423)
(46773, 191134, 4423)
(17333, 97806, 3655)
(106570, 179632, 4009)
(159011, 147630, 4386)
(49353, 95043, 4386)
(105053, 20898, 3853)
(105206, 27235, 3943)
(146375, 85245, 3943)
(143818, 129239, 4159)
(151891, 48624, 4226)
(146316, 97672, 4226)
(126898, 114049, 3780)
(104395, 45813, 4386)
(19330, 63688, 4386)
(188893, 174, 4386)
(143192, 43942, 4386)
(33092, 196855, 3655)
(158441, 127420, 4159)
(73544, 19332, 4386)
(188788, 31737, 4386)
(48152, 111232, 4386)
(3618, 87911, 4386)
(101955, 81898, 4386)
(154236, 169302, 4009)
(83246, 31496, 3853)
(109165, 95925, 3587)
(69589, 48762, 4386)
(34457, 16661, 4386)
(97644, 96921, 4386)
(80648, 2648, 4159)
(100949, 40183, 3943)
(36351, 79491, 3943)
(11868, 119086, 3853)
(104924, 9707, 4226)
(54216, 98990, 4423)
(148267, 86249, 3943)
(19050, 60729, 4226)
(13521, 130128, 4226)
(178817, 40555, 4386)
(34838, 66770, 4386)
(37230, 167076, 3780)
(119450, 40100, 4159)
(80221, 66712, 4009)
(11247, 168253, 3943)
(707, 167427, 3853)
(105199, 100131, 4386)
(63800, 54374, 4423)
(133136, 59152, 4423)
(141605, 39770, 4159)
(73497, 3890, 3518)
(55908, 188222, 4009)
(47284, 95126, 4226)
(19544, 36375, 3679)
(30899, 60828, 4386)
(23961, 31570, 4159)
(55143, 40315, 4159)
(2982, 9932, 3518)
(102812, 120277, 3853)
(144465, 69479, 4386)
(41330, 55587, 4159)
(12653, 84361, 4226)
(179941, 76281, 3943)
(5039, 184189, 3518)
(27896, 184608, 3518)
(130143, 43140, 4386)
(188401, 77898, 4386)
(103149, 155259, 4386)
(125309, 21714, 4386)
(5158, 118338, 3655)
(161816, 124527, 4226)
(17876, 147143, 4386)
(23263, 74897, 3853)
(150757, 138941, 4159)
(39556, 29909, 4159)
(187413, 143529, 4159)
(52186, 130920, 3538)
(147875, 98942, 4386)
(9871, 58636, 4386)
(7332, 41068, 3853)
(150752, 114951, 3518)
(94415, 122125, 4159)
(28796, 153915, 4159)
(52663, 48037, 4226)
(137495, 80509, 4226)
(84878, 114902, 4226)
(170794, 108311, 3587)
(55971, 146331, 4386)
(111300, 190840, 4159)
(199682, 177371, 4159)
(137395, 66473, 4226)
(28347, 93341, 4386)
(33753, 184585, 4386)
(63800, 110158, 4386)
(40559, 59322, 4159)
(78645, 64432, 4159)
(45101, 159607, 4159)
(43762, 42808, 3518)
(4416, 26638, 3518)
(670, 66804, 3518)
(112179, 89519, 4386)
(12700, 4187, 4386)
(173508, 188979, 4386)
(170589, 143029, 4386)
(9885, 182455, 3655)
(139520, 13944, 3655)
(194371, 181837, 3780)
(1738, 98589, 3780)
(155289, 30121, 4226)
(61555, 143450, 4386)
(139469, 145162, 4386)
(127219, 28222, 4423)
(84746, 70633, 4423)
(143488, 51201, 3518)
(72467, 15494, 3943)
(123493, 177422, 3943)
(48707, 147195, 3943)
(186567, 47902, 3780)
(11386, 49792, 3780)
(144177, 34241, 4159)
(59431, 6065, 4159)
(155048, 104325, 4159)
(160845, 183521, 4226)
(47571, 17852, 3853)
(30074, 62166, 4386)
(1911, 73897, 4386)
(12592, 157219, 3655)
(2501, 114343, 4159)
(50408, 189753, 4226)
(81626, 43785, 4386)
(157305, 166676, 4009)
(1190, 125750, 3943)
(153593, 16127, 3943)
(42546, 188065, 3518)
(46251, 118203, 4159)
(196796, 96433, 4226)
(37943, 121832, 4226)
(32103, 14478, 4386)
(11533, 9222, 4386)
(147819, 15218, 4386)
(7780, 134041, 4386)
(35395, 63837, 4386)
(156255, 104593, 3679)
(12863, 73885, 3943)
(158873, 24841, 3518)
(98600, 122702, 4423)
(12270, 42102, 4423)
(87105, 91752, 4386)
(64289, 134584, 4386)
(5444, 24844, 4386)
(12907, 19628, 4386)
(132129, 7058, 4226)
(147038, 168748, 3655)
(135746, 116138, 4009)
(132344, 16900, 3943)
(198859, 178378, 3943)
(149622, 59804, 4159)
(156817, 111715, 4159)
(39912, 190978, 4423)
(85263, 139118, 4386)
(3550, 67400, 4386)
(168055, 6672, 3943)
(58298, 154324, 4159)
(97918, 138636, 4159)
(197433, 160340, 4159)
(174875, 191585, 4159)
(73640, 36622, 4386)
(91502, 180393, 4226)
(13939, 162639, 4226)
(30640, 31002, 4226)
(9456, 95713, 3780)
(94034, 79999, 3780)
(125004, 6218, 3518)
(126456, 26212, 4009)
(3717, 107837, 4386)
(187108, 197194, 4386)
(69950, 2283, 4386)
(11575, 105461, 4226)
(60683, 115685, 4226)
(184871, 165850, 3853)
(145724, 5551, 4423)
(199804, 169748, 4009)
(192279, 59143, 4226)
(20067, 197273, 4226)
(123481, 96459, 3943)
(10208, 1747, 3943)
(101385, 92912, 3679)
(17937, 13381, 3679)
(94991, 131054, 3780)
(119855, 11333, 4423)
(36024, 73319, 3518)
(74878, 15058, 4009)
(61666, 108795, 4386)
(27039, 146138, 4386)
(124983, 57765, 4159)
(19939, 40526, 4159)
(144440, 52729, 4159)
(99511, 45209, 4226)
(128289, 63048, 3943)
(42467, 167797, 3943)
(19660, 41244, 3943)
(193457, 106464, 4426)
(26604, 19185, 4423)
(14459, 194122, 4386)
(67545, 26832, 4386)
(182085, 1032, 4009)
(104484, 26312, 4159)
(99691, 103807, 3943)
(6058, 46283, 3943)
(50540, 32069, 3780)
(42573, 116709, 4386)
(63866, 150843, 4386)
(10427, 157038, 4159)
(117361, 43170, 4159)
(109781, 93304, 3655)
(49766, 741, 3853)
(35149, 74496, 3853)
(151466, 12040, 3853)
(93984, 4664, 4226)
(55417, 31374, 3943)
(133118, 58024, 3943)
(91024, 148306, 4386)
(30893, 82991, 4386)
(50918, 60075, 3780)
(153088, 57774, 4159)
(84591, 1201, 4009)
(123483, 121986, 4226)
(173431, 47926, 4426)
(183727, 123204, 3655)
(97054, 197890, 4386)
(53963, 187617, 4386)
(167368, 188066, 4159)
(90565, 93638, 4159)
(53863, 198788, 4159)
(77616, 134611, 4226)
(73012, 5866, 4226)
(108627, 18004, 4226)
(89579, 92624, 4009)
(130662, 186231, 4009)
(3777, 112379, 3853)
(71694, 51032, 4386)
(10714, 187931, 4386)
(17337, 5122, 4386)
(43568, 99531, 4159)
(16660, 183843, 4159)
(130840, 447, 4226)
(109244, 91092, 4009)
(86433, 22739, 3943)
(13856, 27075, 4386)
(73813, 16819, 4009)
(149578, 102130, 3943)
(91106, 37701, 4386)
(146881, 4021, 3853)
(76947, 133561, 3943)
(52867, 77590, 3943)
(29152, 74914, 4386)
(94790, 188771, 3655)
(139319, 87881, 4386)
(1084, 30556, 4386)
(77441, 143265, 3943)
(55487, 182298, 3943)
(189549, 144593, 3943)
(96859, 12616, 3655)
(73318, 29926, 3587)
(107609, 3563, 4226)
(52831, 153869, 4423)
(10086, 62246, 4386)
(92623, 45276, 3538)
(195685, 844, 3780)
(180103, 136218, 3853)
(136192, 32937, 3943)
(18207, 140439, 4159)
(34274, 148522, 4159)
(118863, 113169, 4226)
(196383, 37122, 4226)
(145081, 87810, 4226)
(65076, 140524, 4423)
(16872, 112132, 4009)
(154640, 161927, 4386)
(108797, 42524, 4386)
(40411, 120537, 3780)
(124562, 20219, 3853)
(7161, 20350, 4159)
(74301, 24603, 4423)
(159012, 84192, 4226)
(179680, 161493, 4226)
(55938, 102065, 4226)
(73686, 32138, 3655)
(48231, 40818, 4386)
(4643, 192012, 4386)
(143191, 62153, 3780)
(176614, 63461, 4159)
(78429, 151675, 4159)
(174623, 153033, 4386)
(154772, 85263, 4386)
(164705, 7878, 3780)
(124386, 23297, 4423)
(126215, 90206, 3853)
(47400, 1310, 3853)
(54151, 47299, 4159)
(93953, 28901, 4159)
(3646, 121830, 4159)
(7615, 198075, 4226)
(50866, 115594, 4386)
(74804, 85841, 4386)
(196307, 25653, 4386)
(21136, 116290, 3943)
(188908, 51069, 4159)
(138562, 124885, 4159)
(69831, 174993, 3853)
(166543, 38377, 3853)
(54817, 115107, 3780)
(46803, 104613, 3780)
(48895, 31166, 3780)
(63620, 58980, 4226)
(9385, 181657, 4386)
(84641, 156775, 4386)
(163629, 2846, 4159)
(1696, 102594, 4159)
(198203, 29198, 4386)
(113455, 109359, 4386)
(90088, 26832, 4386)
(88085, 13985, 3518)
(166218, 156115, 3361)
(42791, 73177, 4423)
(56578, 61077, 4423)
(118299, 8644, 4159)
(108136, 170224, 4159)
(183668, 107263, 4159)
(20868, 188752, 4226)
(181552, 118398, 3853)
(101783, 119759, 4386)
(82556, 28899, 4386)
(2759, 140290, 3780)
(105316, 80816, 3679)
(53860, 65787, 4009)
(1778, 140853, 4423)
(31978, 120990, 4159)
(181237, 152902, 4226)
(18484, 133508, 4386)
(119205, 127012, 4386)
(81972, 84456, 3780)
(23685, 14625, 4423)
(66068, 164514, 4159)
(114902, 146271, 4226)
(147201, 176822, 4386)
(194636, 169364, 4386)
(182137, 131434, 4386)
(35162, 196091, 4386)
(102841, 102305, 3780)
(37879, 1228, 4423)
(51078, 30875, 3679)
(156396, 13530, 4159)
(29923, 178792, 4159)
(138125, 14346, 4159)
(105896, 93363, 4159)
(177229, 14854, 4226)
(33139, 158177, 4226)
(135911, 108879, 4386)
(198485, 77054, 4386)
(109019, 39722, 4386)
(74743, 164043, 4386)
(14102, 8262, 4386)
(7445, 60606, 4386)
(177954, 138632, 4386)
(165108, 142741, 3853)
(41906, 44354, 4009)
(182399, 9427, 4009)
(135616, 11095, 4226)
(16122, 96739, 4386)
(12506, 101585, 4386)
(195273, 176246, 4386)
(38338, 13397, 4009)
(9065, 142004, 4009)
(90463, 7163, 4159)
(101171, 166316, 4159)
(79942, 101404, 4226)
(31404, 73355, 4386)
(41863, 128069, 4386)
(656, 12950, 4386)
(196980, 110910, 4386)
(145325, 126545, 3943)
(52090, 76698, 3943)
(70086, 29771, 3853)
(60183, 34706, 4426)
(29395, 26297, 4009)
(34730, 10796, 4386)
(124119, 146695, 4386)
(23493, 7318, 4386)
(41041, 181724, 4226)
(154779, 169967, 4226)
(76029, 41216, 4226)
(3954, 127414, 2992)
(168996, 9781, 3518)
(64185, 115390, 3518)
(4349, 163808, 4009)
(31596, 79260, 4009)
(35120, 9807, 4386)
(192420, 119182, 4386)
(189441, 5782, 4386)
(854, 21369, 3780)
(98367, 171149, 4159)
(57868, 120115, 4226)
(45846, 56428, 4226)
(24073, 51323, 3943)
(158137, 47968, 4159)
(33971, 23557, 4159)
(79235, 90271, 4159)
(43644, 144510, 4009)
(64861, 89535, 3361)
(105257, 100429, 3780)
(52121, 3100, 3780)
(89329, 179952, 3780)
(157340, 103864, 3780)
(4789, 94157, 4386)
(134190, 58310, 4386)
(150552, 28692, 4386)
(150539, 102622, 4159)
(164889, 29027, 4226)
(45600, 59085, 4009)
(140300, 86537, 4423)
(3897, 111531, 3361)
(47278, 73521, 3943)
(28629, 78966, 4386)
(30985, 97320, 4159)
(141223, 137234, 4159)
(92, 79830, 4159)
(4229, 47208, 4226)
(67927, 75798, 4009)
(59765, 32168, 4386)
(83172, 40039, 4226)
(32706, 121743, 4009)
(83082, 14529, 3780)
(119376, 144961, 3780)
(59688, 177503, 4386)
(158148, 132478, 4386)
(117363, 60877, 4159)
(126898, 47890, 4159)
(167809, 139732, 4226)
(194290, 39097, 3853)
(59956, 4538, 3780)
(95710, 154865, 3518)
(12553, 5515, 3943)
(19363, 83148, 4386)
(81896, 18435, 4009)
(139324, 21809, 3780)
(47134, 12474, 4423)
(167503, 58988, 4009)
(113091, 34782, 4009)
(64229, 88162, 4386)
(1490, 189288, 4423)
(6791, 47749, 4159)
(92464, 133648, 4226)
(9674, 116867, 4226)
(67108, 139965, 4226)
(76281, 106794, 4009)
(64681, 194748, 4386)
(44195, 26367, 3655)
(57227, 26423, 4159)
(173284, 167101, 4009)
(154506, 34586, 4386)
(120454, 34126, 4423)
(89566, 27619, 4423)
(26147, 20762, 4423)
(38929, 94770, 4009)
(59605, 60412, 4386)
(117855, 55520, 4386)
(64524, 58486, 3679)
(30121, 38535, 4159)
(129397, 8465, 4386)
(76672, 95152, 4386)
(22052, 199804, 3853)
(40852, 12129, 3853)
(2390, 89813, 4159)
(60392, 143471, 4159)
(100256, 169262, 4159)
(51875, 54911, 4386)
(175915, 22865, 4386)
(108950, 55784, 4386)
(140068, 73744, 4423)
(112484, 27211, 3853)
(60861, 82887, 4159)
(47936, 172188, 4159)
(121837, 122803, 4226)
(134129, 73058, 4226)
(37133, 132881, 3943)
(109464, 21943, 3943)
(193794, 99416, 3943)
(85556, 89189, 3780)
(54126, 199950, 4386)
(190306, 187998, 4009)
(102759, 137181, 4009)
(32651, 33743, 4426)
(43881, 153285, 4159)
(109255, 134217, 4159)
(48533, 110422, 3943)
(61955, 70167, 3943)
(643, 198001, 4386)
(107951, 32069, 3780)
(34890, 161588, 3780)
(101421, 137291, 4009)
(12756, 100138, 4159)
(94221, 117177, 4226)
(180517, 28480, 4386)
(25413, 11297, 4009)
(10016, 75400, 4009)
(195052, 153180, 4159)
(27277, 10495, 4159)
(6830, 150659, 4159)
(117404, 140735, 4226)
(59364, 9270, 3853)
(96271, 9693, 4423)
(183228, 41718, 4386)
(19177, 29400, 4386)
(128497, 154781, 3943)
(193747, 49067, 4009)
(110575, 14076, 4159)
(3986, 158088, 4159)
(128335, 153512, 4226)
(178277, 138844, 4386)
(94456, 87831, 4386)
(72, 180379, 4386)
(15583, 45715, 3780)
(68218, 107665, 4159)
(66814, 137525, 4386)
(120176, 34819, 3853)
(70823, 2703, 3853)
(53815, 173878, 3853)
(155100, 62784, 3943)
(66576, 8314, 3943)
(148420, 1033, 4159)
(111398, 154188, 4159)
(25590, 23049, 4159)
(20552, 142343, 4226)
(70798, 194884, 4226)
(44261, 87816, 4386)
(29068, 138205, 4386)
(90843, 15915, 4386)
(25639, 71048, 4426)
(50034, 6569, 3853)
(10968, 133249, 4159)
(144189, 124369, 4159)
(170764, 67167, 4159)
(98078, 192578, 4226)
(29036, 88465, 3780)
(60712, 16167, 4386)
(161418, 17530, 3853)
(169425, 1725, 3142)
(126738, 19566, 4423)
(125920, 190595, 4159)
(40193, 131388, 4226)
